id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
60,"@user-dn8uk5oo3i","😊l","Ugy240sMPmzbZjBM1mh4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugy240sMPmzbZjBM1mh4AaABAg","2024-03-19 01:04:21",0,"😊l","http://www.youtube.com/@user-dn8uk5oo3i",
61,"@stayathomegamer8235","Mythpat bhaiiiiiiii","Ugz7YKFP7nM9VxFNFqp4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugz7YKFP7nM9VxFNFqp4AaABAg","2024-03-19 01:00:19",0,"Mythpat bhaiiiiiiii","http://www.youtube.com/@stayathomegamer8235",
62,"@ffbdanikyt1110","Wo","Ugxh0Dg-1VYqHusEED94AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugxh0Dg-1VYqHusEED94AaABAg","2024-03-19 01:00:03",0,"Wo","http://www.youtube.com/@ffbdanikyt1110",
63,"@ITZ_AKSHAY_GAMING","Mythpat bhaiiiii ke aage koi bol skta hai kya ❤❤ please support me 🙏🏻","UgzKVVA9nqwozJcC3_R4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzKVVA9nqwozJcC3_R4AaABAg","2024-03-19 00:56:17",0,"Mythpat bhaiiiii ke aage koi bol skta hai kya ❤❤ please support me 🙏🏻","http://www.youtube.com/@ITZ_AKSHAY_GAMING",
64,"@hasanalmahmode406","NO KRS BLIZ😢😢😢😢😢","UgzVOvtS6JA8e4tRfXt4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzVOvtS6JA8e4tRfXt4AaABAg","2024-03-19 00:51:41",0,"NO KRS BLIZ😢😢😢😢😢","http://www.youtube.com/@hasanalmahmode406",
65,"@yogeshwarinerkar1874","MYTHPAT BHAIIIII","UgyJX77Je1fG3h1iXut4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyJX77Je1fG3h1iXut4AaABAg","2024-03-19 00:50:57",0,"MYTHPAT BHAIIIII","http://www.youtube.com/@yogeshwarinerkar1874",
66,"@rifatff8531","Make zulu (mytpat) voice😂","UgwB5M4RzuZPx04Dfnp4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgwB5M4RzuZPx04Dfnp4AaABAg","2024-03-19 00:50:06",0,"Make zulu (mytpat) voice😂","http://www.youtube.com/@rifatff8531",
67,"@remingtonclarkeofficial","Cameraman always survives.","UgyEthBu7_Zedp2Hk-94AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyEthBu7_Zedp2Hk-94AaABAg","2024-03-19 00:43:44",0,"Cameraman always survives.","http://www.youtube.com/@remingtonclarkeofficial",
68,"@Idk44747","there is a man standing at the door 8:15","UgytG5l0P4nKQ73Vkpp4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgytG5l0P4nKQ73Vkpp4AaABAg","2024-03-19 00:43:27",0,"there is a man standing at the door 8:15","http://www.youtube.com/@Idk44747",
69,"@apkgamer4755","Mythpat bhaiiiiiiiiiiiii😮😮😮😮😮😊","UgyKDZHVXXyKe2OUgmV4AaABAg","",1,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyKDZHVXXyKe2OUgmV4AaABAg","2024-03-19 00:42:43",0,"Mythpat bhaiiiiiiiiiiiii😮😮😮😮😮😊","http://www.youtube.com/@apkgamer4755",
70,"@Aattiiff","Mythpat bhaiiii","UgzP_s4v4ML1YVBFkH14AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgzP_s4v4ML1YVBFkH14AaABAg","2024-03-19 00:41:23",0,"Mythpat bhaiiii","http://www.youtube.com/@Aattiiff",
71,"@germanabagtasos5106","In the dark hall😮","Ugx1EggRJ_LuiIiibgZ4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugx1EggRJ_LuiIiibgZ4AaABAg","2024-03-19 00:40:25",0,"In the dark hall😮","http://www.youtube.com/@germanabagtasos5106",
72,"@germanabagtasos5106","There\'s some body is watching you guys do you see in the dark","Ugx0VmihI78eu9UtwD14AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugx0VmihI78eu9UtwD14AaABAg","2024-03-19 00:39:53",0,"There\'s some body is watching you guys do you see in the dark","http://www.youtube.com/@germanabagtasos5106",
73,"@IslamGLT","mythpat bhai love you mrbeast hire mythpat","UgyizvTSD0dqSeYjzqR4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyizvTSD0dqSeYjzqR4AaABAg","2024-03-19 00:35:53",0,"mythpat bhai love you mrbeast hire mythpat","http://www.youtube.com/@IslamGLT",
74,"@VR-GamerZLive-yy9rd","MYTHPATTTTTTTTTTTTTTTT BHAUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUYUUUUUUYUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU❤","UgxKwNH8nPjA2SH0V1x4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxKwNH8nPjA2SH0V1x4AaABAg","2024-03-19 00:30:55",0,"MYTHPATTTTTTTTTTTTTTTT BHAUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUYUUUUUUYUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU❤","http://www.youtube.com/@VR-GamerZLive-yy9rd",
75,"@FreeFire-jv7kw","Plz mrbeast give me a iphone 😢","Ugy3rmaabnvagmzttAF4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugy3rmaabnvagmzttAF4AaABAg","2024-03-19 00:28:19",0,"Plz mrbeast give me a iphone 😢","http://www.youtube.com/@FreeFire-jv7kw",
76,"@bonjourbonsoir2198","Free Palestine 🇵🇸","UgyQWEsMlFs7dqa_CQh4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgyQWEsMlFs7dqa_CQh4AaABAg","2024-03-19 00:27:48",0,"Free Palestine 🇵🇸","http://www.youtube.com/@bonjourbonsoir2198",
77,"@Anime-boy-adi-007","Mythpat x Mr beast 🤯🤯🤯🤯🤯","Ugz8TVkCcfKeeU1eRYF4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=Ugz8TVkCcfKeeU1eRYF4AaABAg","2024-03-19 00:27:29",0,"Mythpat x Mr beast 🤯🤯🤯🤯🤯","http://www.youtube.com/@Anime-boy-adi-007",
78,"@Jocxgaming","Have you guys noticed the person in the background look at the door","UgxSpZFye94MumNPEEt4AaABAg","",0,"https://www.youtube.com/watch?v=tWYsfOSY9vY&lc=UgxSpZFye94MumNPEEt4AaABAg","2024-03-19 00:27:24",0,"Have you guys noticed the person in the background look at the door","http://www.youtube.com/@Jocxgaming",
